#ID,HPバー本数,属性倍率,,,,,,,,,バッドステータス耐性割合,,,,,,,,,,,初期覚醒設定,1ターンの行動回数,パッシブスキル,通常攻撃,,,,,,,,スキル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,死亡時発動スキル,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スキル1,,,,,,,,スキル2,,,,,,,,スキル3,,,,,,,,スキル4,,,,,,,,スキル5,,,,,,,,スキル6,,,,,,,,スキル7,,,,,,,,スキル8,,,,,,,,スキル9,,,,,,,,スキル10,,,,,,,,スキル11,,,,,,,,スキル12,,,,,,,,スキル13,,,,,,,,スキル14,,,,,,,,スキル1,,,,,,,,スキル2,,,,,,,,スキル3,,,,,,,,スキル4,,,,,,,,スキル5,,,,,,,,スキル,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,火,氷,風,光,闇,土,雷,水,無,スタン,サインレス,チャーム,毒,炎上,凍結,裂風,アンダーマイン,弱点付与,感電,トラップ,,,スキルID,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,

82007823,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44129108,40127003,6,RANDOM,1,1000,100,,44129109,40127004,7,RANDOM,1,1000,100,,44129106,40127002,8,RANDOM,1,1000,100,,44129107,40127002,9,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007831,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44129201,40127001,1,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007832,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44129204,40127003,2,RANDOM,1,1000,100,,44129205,40127004,3,RANDOM,1,1000,100,,44129202,40127002,4,RANDOM,1,1000,100,,44129203,40127002,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007833,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44129208,40127003,6,RANDOM,1,1000,100,,44129209,40127004,7,RANDOM,1,1000,100,,44129206,40127002,8,RANDOM,1,1000,100,,44129207,40127002,9,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007931,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,3,,,,,,,,,,44130003,40128005,1,ENEMY3,0,1000,100,,44130002,40128003,2,WEAKNESS_USER,2,1000,100,,44130002,40128004,2,RANDOM,2,1000,100,,1,40128011,2,RANDOM,2,1000,100,,44130005,40128008,3,RANDOM,0,1000,100,,44130001,40128001,4,WEAKNESS_USER,1,1000,100,,44130001,40128002,4,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007932,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,40000080,,,,,,,,,44130004,40128006,5,WEAKNESS_USER,1,1000,100,,44130004,40128007,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007933,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44130006,40128010,6,RANDOM_EXCEPT_MILLIONAIRE,1,1000,100,,44130006,40128009,6,RANDOM_EXCEPT_MILLIONAIRE,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007941,4,75,75,75,150,100,100,100,100,100,,,,,,,,,,,,,7,,,,,,,,,,44130103,40128105,1,ENEMY2,0,1000,100,,44130102,40128103,2,WEAKNESS_USER,4,1000,100,,44130102,40128104,2,RANDOM,4,1000,100,,1,40128111,2,RANDOM,4,1000,100,,44130105,40128108,3,RANDOM,0,1000,100,,44130101,40128101,4,WEAKNESS_USER,2,1000,100,,44130101,40128102,4,RANDOM,2,1000,100,,44130107,40128101,5,WEAKNESS_USER,1,1000,100,,44130101,40128102,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007942,3,75,75,75,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44130106,40128110,8,RANDOM_EXCEPT_MILLIONAIRE,1,1000,100,,44130106,40128109,8,RANDOM_EXCEPT_MILLIONAIRE,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007943,3,75,75,75,100,100,100,100,100,100,,,,,,,,,,,,,3,40000080,,,,,,,,,44130104,40128106,6,WEAKNESS_USER,2,1000,100,,44130104,40128107,6,RANDOM,2,1000,100,,44130108,40128106,7,WEAKNESS_USER,1,1000,100,,44130104,40128107,7,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007951,5,50,50,50,150,100,100,100,100,100,,,,,,,,,,,,,7,,,,,,,,,,44130203,40128105,1,ENEMY2,0,1000,100,,44130202,40128103,2,WEAKNESS_USER,4,1000,100,,44130202,40128104,2,RANDOM,4,1000,100,,1,40128111,2,RANDOM,4,1000,100,,44130205,40128108,3,RANDOM,0,1000,100,,44130201,40128101,4,WEAKNESS_USER,2,1000,100,,44130201,40128102,4,RANDOM,2,1000,100,,44130207,40128101,5,WEAKNESS_USER,1,1000,100,,44130201,40128102,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007952,3,50,50,50,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44130206,40128110,8,RANDOM_EXCEPT_MILLIONAIRE,1,1000,100,,44130206,40128109,8,RANDOM_EXCEPT_MILLIONAIRE,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82007953,3,50,50,50,100,100,100,100,100,100,,,,,,,,,,,,,3,40000080,,,,,,,,,44130204,40128106,6,WEAKNESS_USER,2,1000,100,,44130204,40128107,6,RANDOM,2,1000,100,,44130208,40128106,7,WEAKNESS_USER,1,1000,100,,44130204,40128107,7,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008011,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44132001,40130001,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008012,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44132003,40130003,1,ENEMY1,1,1000,100,,1,40130005,2,RANDOM,1,1000,100,,44132002,40130002,3,ENEMY3,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008013,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44132004,40130004,4,RANDOM,1,1000,100,,44132005,40130004,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008021,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44132101,40130001,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008022,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44132103,40130003,1,ENEMY1,1,1000,100,,1,40130005,2,RANDOM,1,1000,100,,44132102,40130002,3,ENEMY3,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008023,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44132104,40130004,4,RANDOM,1,1000,100,,44132105,40130004,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008031,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44132201,40130001,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008032,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44132203,40130003,1,ENEMY1,1,1000,100,,1,40130005,2,RANDOM,1,1000,100,,44132202,40130002,3,ENEMY3,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008033,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44132204,40130004,4,RANDOM,1,1000,100,,44132205,40130004,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008111,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44133001,40131001,1,RANDOM,4,1000,100,,44133002,40131002,2,RANDOM,1,1,100,,44133003,40131002,3,RANDOM,1,1,100,,44133004,40131002,4,RANDOM,1,100,100,,44133005,40131003,5,RANDOM,1,1000,100,,44133006,40131004,6,RANDOM,1,1000,100,,44133007,40131005,7,RANDOM,1,1000,100,,44133008,40131006,8,RANDOM,1,1,100,,44133009,40131007,9,RANDOM,1,1,100,,44133010,40131008,10,RANDOM,4,1,100,,44133006,40131010,11,RANDOM,1,1000,100,,44133007,40131011,12,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008112,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44133011,40131009,13,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008113,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44133011,40131009,14,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008121,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44133101,40131001,1,RANDOM,4,1000,100,,44133102,40131002,2,RANDOM,1,1,100,,44133103,40131002,3,RANDOM,1,1,100,,44133104,40131002,4,RANDOM,1,100,100,,44133105,40131003,5,RANDOM,1,1000,100,,44133106,40131004,6,RANDOM,1,1000,100,,44133107,40131005,7,RANDOM,1,1000,100,,44133108,40131006,8,RANDOM,1,1,100,,44133109,40131007,9,RANDOM,1,1,100,,44133110,40131008,10,RANDOM,4,1,100,,44133106,40131010,11,RANDOM,1,1000,100,,44133107,40131011,12,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008122,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44133111,40131009,13,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008123,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44133111,40131009,14,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008131,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44133201,40131001,1,RANDOM,4,1000,100,,44133202,40131002,2,RANDOM,1,1,100,,44133203,40131002,3,RANDOM,1,1,100,,44133204,40131002,4,RANDOM,1,100,100,,44133205,40131003,5,RANDOM,1,1000,100,,44133206,40131004,6,RANDOM,1,1000,100,,44133207,40131005,7,RANDOM,1,1000,100,,44133208,40131006,8,RANDOM,1,1,100,,44133209,40131007,9,RANDOM,1,1,100,,44133210,40131008,10,RANDOM,4,1,100,,44133206,40131010,11,RANDOM,1,1000,100,,44133207,40131011,12,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008132,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44133211,40131009,13,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008133,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44133212,40131009,14,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82008211,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44135002,40133002,1,ENEMY2,0,1000,100,,44135002,40133003,2,ENEMY4,0,1000,100,,44135001,40133001,3,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
