#ID,２Ｄ演出,３Ｄ演出,,,,,共通演出,機能1,,,,,,,,,,,,,,,,,,,,,,,,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,ムービー名,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,チェイン倍率,ヘイト上限,
61011587,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_DARK,MDEF,0,0,,1,10000,
61011595,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_WIND,MDEF,0,0,,1,10000,
61011596,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_WIND,MDEF,0,0,,1,10000,
61011597,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_WIND,MDEF,0,0,,1,10000,
61011605,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_LIGHT,MDEF,0,0,,1,10000,
61011606,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_LIGHT,MDEF,0,0,,1,10000,
61011607,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_LIGHT,MDEF,0,0,,1,10000,
61011615,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_DARK,MDEF,0,0,,1,10000,
61011616,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_DARK,MDEF,0,0,,1,10000,
61011617,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_DARK,MDEF,0,0,,1,10000,
61011625,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_LIGHT,MDEF,0,0,,1,10000,
61011626,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_LIGHT,MDEF,0,0,,1,10000,
61011627,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_LIGHT,MDEF,0,0,,1,10000,
61011635,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_DARK,MDEF,0,0,,1,10000,
61011636,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_DARK,MDEF,0,0,,1,10000,
61011637,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_DARK,MDEF,0,0,,1,10000,
61011645,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,LIGHT_DARK,MDEF,0,0,,1,10000,
61011646,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,LIGHT_DARK,MDEF,0,0,,1,10000,
61011647,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,LIGHT_DARK,MDEF,0,0,,1,10000,
61011655,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_ICE,ATK,0,0,,1,10000,
61011656,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_ICE,ATK,0,0,,1,10000,
61011657,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_ICE,ATK,0,0,,1,10000,
61011665,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_WIND,ATK,0,0,,1,10000,
61011666,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_WIND,ATK,0,0,,1,10000,
61011667,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_WIND,ATK,0,0,,1,10000,
61011675,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_LIGHT,ATK,0,0,,1,10000,
61011676,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_LIGHT,ATK,0,0,,1,10000,
61011677,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_LIGHT,ATK,0,0,,1,10000,
61011685,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_DARK,ATK,0,0,,1,10000,
61011686,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_DARK,ATK,0,0,,1,10000,
61011687,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_DARK,ATK,0,0,,1,10000,
61011695,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_WIND,ATK,0,0,,1,10000,
61011696,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_WIND,ATK,0,0,,1,10000,
61011697,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_WIND,ATK,0,0,,1,10000,
61011705,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_LIGHT,ATK,0,0,,1,10000,
61011706,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_LIGHT,ATK,0,0,,1,10000,
61011707,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_LIGHT,ATK,0,0,,1,10000,
61011715,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_DARK,ATK,0,0,,1,10000,
61011716,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_DARK,ATK,0,0,,1,10000,
61011717,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_DARK,ATK,0,0,,1,10000,
61011725,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_LIGHT,ATK,0,0,,1,10000,
61011726,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_LIGHT,ATK,0,0,,1,10000,
61011727,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_LIGHT,ATK,0,0,,1,10000,
61011735,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_DARK,ATK,0,0,,1,10000,
61011736,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_DARK,ATK,0,0,,1,10000,
61011737,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_DARK,ATK,0,0,,1,10000,
61011745,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,LIGHT_DARK,ATK,0,0,,1,10000,
61011746,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,LIGHT_DARK,ATK,0,0,,1,10000,
61011747,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,LIGHT_DARK,ATK,0,0,,1,10000,
61011755,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_ICE,INT,0,0,,1,10000,
61011756,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_ICE,INT,0,0,,1,10000,
61011757,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_ICE,INT,0,0,,1,10000,
61011765,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_WIND,INT,0,0,,1,10000,
61011766,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_WIND,INT,0,0,,1,10000,
61011767,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_WIND,INT,0,0,,1,10000,
61011775,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_LIGHT,INT,0,0,,1,10000,
61011776,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_LIGHT,INT,0,0,,1,10000,
61011777,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_LIGHT,INT,0,0,,1,10000,
61011785,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_DARK,INT,0,0,,1,10000,
61011786,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_DARK,INT,0,0,,1,10000,
61011787,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_DARK,INT,0,0,,1,10000,
61011795,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_WIND,INT,0,0,,1,10000,
61011796,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_WIND,INT,0,0,,1,10000,
61011797,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_WIND,INT,0,0,,1,10000,
61011805,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_LIGHT,INT,0,0,,1,10000,
61011806,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_LIGHT,INT,0,0,,1,10000,
61011807,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_LIGHT,INT,0,0,,1,10000,
61011815,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_DARK,INT,0,0,,1,10000,
61011816,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_DARK,INT,0,0,,1,10000,
61011817,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_DARK,INT,0,0,,1,10000,
61011825,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_LIGHT,INT,0,0,,1,10000,
61011826,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_LIGHT,INT,0,0,,1,10000,
61011827,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_LIGHT,INT,0,0,,1,10000,
61011835,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_DARK,INT,0,0,,1,10000,
61011836,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_DARK,INT,0,0,,1,10000,
61011837,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_DARK,INT,0,0,,1,10000,
61011845,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,LIGHT_DARK,INT,0,0,,1,10000,
61011846,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,LIGHT_DARK,INT,0,0,,1,10000,
61011847,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,LIGHT_DARK,INT,0,0,,1,10000,
61011855,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_ICE,DEF,0,0,,1,10000,
61011856,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_ICE,DEF,0,0,,1,10000,
61011857,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_ICE,DEF,0,0,,1,10000,
61011865,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_WIND,DEF,0,0,,1,10000,
61011866,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_WIND,DEF,0,0,,1,10000,
61011867,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_WIND,DEF,0,0,,1,10000,
61011875,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_LIGHT,DEF,0,0,,1,10000,
61011876,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_LIGHT,DEF,0,0,,1,10000,
61011877,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_LIGHT,DEF,0,0,,1,10000,
61011885,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_DARK,DEF,0,0,,1,10000,
61011886,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_DARK,DEF,0,0,,1,10000,
61011887,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_DARK,DEF,0,0,,1,10000,
61011895,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_WIND,DEF,0,0,,1,10000,
61011896,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_WIND,DEF,0,0,,1,10000,
61011897,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_WIND,DEF,0,0,,1,10000,
61011905,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_LIGHT,DEF,0,0,,1,10000,
61011906,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_LIGHT,DEF,0,0,,1,10000,
61011907,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_LIGHT,DEF,0,0,,1,10000,
61011915,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_DARK,DEF,0,0,,1,10000,
61011916,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_DARK,DEF,0,0,,1,10000,
61011917,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_DARK,DEF,0,0,,1,10000,
61011925,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_LIGHT,DEF,0,0,,1,10000,
61011926,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_LIGHT,DEF,0,0,,1,10000,
61011927,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_LIGHT,DEF,0,0,,1,10000,
61011935,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_DARK,DEF,0,0,,1,10000,
61011936,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_DARK,DEF,0,0,,1,10000,
61011937,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_DARK,DEF,0,0,,1,10000,
61011945,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,LIGHT_DARK,DEF,0,0,,1,10000,
61011946,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,LIGHT_DARK,DEF,0,0,,1,10000,
61011947,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,LIGHT_DARK,DEF,0,0,,1,10000,
61011955,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_ICE,MDEF,0,0,,1,10000,
61011956,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_ICE,MDEF,0,0,,1,10000,
61011957,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_ICE,MDEF,0,0,,1,10000,
61011965,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_WIND,MDEF,0,0,,1,10000,
61011966,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_WIND,MDEF,0,0,,1,10000,
61011967,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_WIND,MDEF,0,0,,1,10000,
61011975,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_LIGHT,MDEF,0,0,,1,10000,
61011976,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_LIGHT,MDEF,0,0,,1,10000,
61011977,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_LIGHT,MDEF,0,0,,1,10000,
61011985,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,FIRE_DARK,MDEF,0,0,,1,10000,
61011986,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,FIRE_DARK,MDEF,0,0,,1,10000,
61011987,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,FIRE_DARK,MDEF,0,0,,1,10000,
61011995,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_WIND,MDEF,0,0,,1,10000,
61011996,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_WIND,MDEF,0,0,,1,10000,
61011997,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_WIND,MDEF,0,0,,1,10000,
61012005,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_LIGHT,MDEF,0,0,,1,10000,
61012006,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_LIGHT,MDEF,0,0,,1,10000,
61012007,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_LIGHT,MDEF,0,0,,1,10000,
61012015,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,ICE_DARK,MDEF,0,0,,1,10000,
61012016,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,ICE_DARK,MDEF,0,0,,1,10000,
61012017,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,ICE_DARK,MDEF,0,0,,1,10000,
61012025,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_LIGHT,MDEF,0,0,,1,10000,
61012026,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_LIGHT,MDEF,0,0,,1,10000,
61012027,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_LIGHT,MDEF,0,0,,1,10000,
61012035,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,WIND_DARK,MDEF,0,0,,1,10000,
61012036,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,WIND_DARK,MDEF,0,0,,1,10000,
61012037,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,WIND_DARK,MDEF,0,0,,1,10000,
61012045,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,340,,LIGHT_DARK,MDEF,0,0,,1,10000,
61012046,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,440,,LIGHT_DARK,MDEF,0,0,,1,10000,
61012047,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,540,,LIGHT_DARK,MDEF,0,0,,1,10000,
61012055,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,FIRE_ICE,0,0,,,1,10000,
61012056,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,FIRE_ICE,0,0,,,1,10000,
61012057,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,FIRE_ICE,0,0,,,1,10000,
61012065,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,FIRE_WIND,0,0,,,1,10000,
61012066,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,FIRE_WIND,0,0,,,1,10000,
61012067,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,FIRE_WIND,0,0,,,1,10000,
61012075,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,FIRE_LIGHT,0,0,,,1,10000,
61012076,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,FIRE_LIGHT,0,0,,,1,10000,
61012077,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,FIRE_LIGHT,0,0,,,1,10000,
61012085,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,FIRE_DARK,0,0,,,1,10000,
61012086,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,FIRE_DARK,0,0,,,1,10000,
61012087,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,FIRE_DARK,0,0,,,1,10000,
61012095,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,ICE_WIND,0,0,,,1,10000,
61012096,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,ICE_WIND,0,0,,,1,10000,
61012097,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,ICE_WIND,0,0,,,1,10000,
61012105,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,ICE_LIGHT,0,0,,,1,10000,
61012106,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,ICE_LIGHT,0,0,,,1,10000,
61012107,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,ICE_LIGHT,0,0,,,1,10000,
61012115,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,ICE_DARK,0,0,,,1,10000,
61012116,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,ICE_DARK,0,0,,,1,10000,
61012117,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,ICE_DARK,0,0,,,1,10000,
61012125,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,WIND_LIGHT,0,0,,,1,10000,
61012126,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,WIND_LIGHT,0,0,,,1,10000,
61012127,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,WIND_LIGHT,0,0,,,1,10000,
61012135,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,WIND_DARK,0,0,,,1,10000,
61012136,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,WIND_DARK,0,0,,,1,10000,
61012137,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,WIND_DARK,0,0,,,1,10000,
61012145,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,230,,LIGHT_DARK,0,0,,,1,10000,
61012146,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,300,,LIGHT_DARK,0,0,,,1,10000,
61012147,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,370,,LIGHT_DARK,0,0,,,1,10000,
61012155,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,230,,FIRE_ICE,PHYSICS,0,0,,,,1,10000,
61012156,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,300,,FIRE_ICE,PHYSICS,0,0,,,,1,10000,
61012157,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,370,,FIRE_ICE,PHYSICS,0,0,,,,1,10000,
61012165,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,230,,FIRE_WIND,PHYSICS,0,0,,,,1,10000,
