#ID,２Ｄ演出,３Ｄ演出,,,,,機能1,,,,,,,,,,,,,,,,,,,,,,,,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,デッキコンボ倍率使用,ヘイト上限,
60001711,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,ATK,0,0,,1,10000,
60001712,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,ATK,0,0,,1,10000,
60001713,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,ATK,0,0,,1,10000,
60001721,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,ATK,0,0,,1,10000,
60001722,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,ATK,0,0,,1,10000,
60001723,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,ATK,0,0,,1,10000,
60001731,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,ATK,0,0,,1,10000,
60001732,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,ATK,0,0,,1,10000,
60001733,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,ATK,0,0,,1,10000,
60001741,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,ATK,0,0,,1,10000,
60001742,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,ATK,0,0,,1,10000,
60001743,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,ATK,0,0,,1,10000,
60001751,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,INT,0,0,,1,10000,
60001752,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,INT,0,0,,1,10000,
60001753,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,INT,0,0,,1,10000,
60001761,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,INT,0,0,,1,10000,
60001762,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,INT,0,0,,1,10000,
60001763,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,INT,0,0,,1,10000,
60001771,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,INT,0,0,,1,10000,
60001772,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,INT,0,0,,1,10000,
60001773,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,INT,0,0,,1,10000,
60001781,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,INT,0,0,,1,10000,
60001782,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,INT,0,0,,1,10000,
60001783,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,INT,0,0,,1,10000,
60001791,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,INT,0,0,,1,10000,
60001792,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,INT,0,0,,1,10000,
60001793,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,INT,0,0,,1,10000,
60001801,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,INT,0,0,,1,10000,
60001802,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,INT,0,0,,1,10000,
60001803,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,INT,0,0,,1,10000,
60001811,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,INT,0,0,,1,10000,
60001812,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,INT,0,0,,1,10000,
60001813,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,INT,0,0,,1,10000,
60001821,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,INT,0,0,,1,10000,
60001822,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,INT,0,0,,1,10000,
60001823,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,INT,0,0,,1,10000,
60001831,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,INT,0,0,,1,10000,
60001832,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,INT,0,0,,1,10000,
60001833,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,INT,0,0,,1,10000,
60001841,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,INT,0,0,,1,10000,
60001842,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,INT,0,0,,1,10000,
60001843,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,INT,0,0,,1,10000,
60001851,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,DEF,0,0,,1,10000,
60001852,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,DEF,0,0,,1,10000,
60001853,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,DEF,0,0,,1,10000,
60001861,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,DEF,0,0,,1,10000,
60001862,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,DEF,0,0,,1,10000,
60001863,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,DEF,0,0,,1,10000,
60001871,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,DEF,0,0,,1,10000,
60001872,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,DEF,0,0,,1,10000,
60001873,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,DEF,0,0,,1,10000,
60001881,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,DEF,0,0,,1,10000,
60001882,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,DEF,0,0,,1,10000,
60001883,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,DEF,0,0,,1,10000,
60001891,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,DEF,0,0,,1,10000,
60001892,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,DEF,0,0,,1,10000,
60001893,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,DEF,0,0,,1,10000,
60001901,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,DEF,0,0,,1,10000,
60001902,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,DEF,0,0,,1,10000,
60001903,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,DEF,0,0,,1,10000,
60001911,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,DEF,0,0,,1,10000,
60001912,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,DEF,0,0,,1,10000,
60001913,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,DEF,0,0,,1,10000,
60001921,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,DEF,0,0,,1,10000,
60001922,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,DEF,0,0,,1,10000,
60001923,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,DEF,0,0,,1,10000,
60001931,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,DEF,0,0,,1,10000,
60001932,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,DEF,0,0,,1,10000,
60001933,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,DEF,0,0,,1,10000,
60001941,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,DEF,0,0,,1,10000,
60001942,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,DEF,0,0,,1,10000,
60001943,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,DEF,0,0,,1,10000,
60001951,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,MDEF,0,0,,1,10000,
60001952,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,MDEF,0,0,,1,10000,
60001953,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,MDEF,0,0,,1,10000,
60001961,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,MDEF,0,0,,1,10000,
60001962,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,MDEF,0,0,,1,10000,
60001963,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,MDEF,0,0,,1,10000,
60001971,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,MDEF,0,0,,1,10000,
60001972,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,MDEF,0,0,,1,10000,
60001973,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,MDEF,0,0,,1,10000,
60001981,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,MDEF,0,0,,1,10000,
60001982,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,MDEF,0,0,,1,10000,
60001983,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,MDEF,0,0,,1,10000,
60001991,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,MDEF,0,0,,1,10000,
60001992,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,MDEF,0,0,,1,10000,
60001993,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,MDEF,0,0,,1,10000,
60002001,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,MDEF,0,0,,1,10000,
60002002,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,MDEF,0,0,,1,10000,
60002003,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,MDEF,0,0,,1,10000,
60002011,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,MDEF,0,0,,1,10000,
60002012,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,MDEF,0,0,,1,10000,
60002013,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,MDEF,0,0,,1,10000,
60002021,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,MDEF,0,0,,1,10000,
60002022,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,MDEF,0,0,,1,10000,
60002023,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,MDEF,0,0,,1,10000,
60002031,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,MDEF,0,0,,1,10000,
60002032,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,MDEF,0,0,,1,10000,
60002033,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,MDEF,0,0,,1,10000,
60002041,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,MDEF,0,0,,1,10000,
60002042,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,MDEF,0,0,,1,10000,
60002043,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,MDEF,0,0,,1,10000,
60002051,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,FIRE_ICE,0,0,,,1,10000,
60002052,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,0,0,,,1,10000,
60002053,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,FIRE_ICE,0,0,,,1,10000,
60002061,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,FIRE_WIND,0,0,,,1,10000,
60002062,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,0,0,,,1,10000,
60002063,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,FIRE_WIND,0,0,,,1,10000,
60002071,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,FIRE_LIGHT,0,0,,,1,10000,
60002072,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,0,0,,,1,10000,
60002073,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,FIRE_LIGHT,0,0,,,1,10000,
60002081,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,FIRE_DARK,0,0,,,1,10000,
60002082,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,0,0,,,1,10000,
60002083,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,FIRE_DARK,0,0,,,1,10000,
60002091,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,ICE_WIND,0,0,,,1,10000,
60002092,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,0,0,,,1,10000,
60002093,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,ICE_WIND,0,0,,,1,10000,
60002101,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,ICE_LIGHT,0,0,,,1,10000,
60002102,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,0,0,,,1,10000,
60002103,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,ICE_LIGHT,0,0,,,1,10000,
60002111,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,ICE_DARK,0,0,,,1,10000,
60002112,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,0,0,,,1,10000,
60002113,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,ICE_DARK,0,0,,,1,10000,
60002121,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,WIND_LIGHT,0,0,,,1,10000,
60002122,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,0,0,,,1,10000,
60002123,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,WIND_LIGHT,0,0,,,1,10000,
60002131,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,WIND_DARK,0,0,,,1,10000,
60002132,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,0,0,,,1,10000,
60002133,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,WIND_DARK,0,0,,,1,10000,
60002141,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,5,,LIGHT_DARK,0,0,,,1,10000,
60002142,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,0,0,,,1,10000,
60002143,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,20,,LIGHT_DARK,0,0,,,1,10000,
60002151,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_ICE,PHYSICS,0,0,,,,1,10000,
60002152,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_ICE,PHYSICS,0,0,,,,1,10000,
60002153,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_ICE,PHYSICS,0,0,,,,1,10000,
60002161,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_WIND,PHYSICS,0,0,,,,1,10000,
60002162,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_WIND,PHYSICS,0,0,,,,1,10000,
60002163,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_WIND,PHYSICS,0,0,,,,1,10000,
60002171,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_LIGHT,PHYSICS,0,0,,,,1,10000,
60002172,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_LIGHT,PHYSICS,0,0,,,,1,10000,
60002173,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_LIGHT,PHYSICS,0,0,,,,1,10000,
60002181,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_DARK,PHYSICS,0,0,,,,1,10000,
60002182,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_DARK,PHYSICS,0,0,,,,1,10000,
60002183,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_DARK,PHYSICS,0,0,,,,1,10000,
60002191,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,ICE_WIND,PHYSICS,0,0,,,,1,10000,
60002192,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,ICE_WIND,PHYSICS,0,0,,,,1,10000,
60002193,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE_WIND,PHYSICS,0,0,,,,1,10000,
60002201,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,ICE_LIGHT,PHYSICS,0,0,,,,1,10000,
60002202,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,ICE_LIGHT,PHYSICS,0,0,,,,1,10000,
60002203,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE_LIGHT,PHYSICS,0,0,,,,1,10000,
60002211,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,ICE_DARK,PHYSICS,0,0,,,,1,10000,
60002212,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,ICE_DARK,PHYSICS,0,0,,,,1,10000,
60002213,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE_DARK,PHYSICS,0,0,,,,1,10000,
60002221,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,WIND_LIGHT,PHYSICS,0,0,,,,1,10000,
60002222,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,WIND_LIGHT,PHYSICS,0,0,,,,1,10000,
60002223,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,WIND_LIGHT,PHYSICS,0,0,,,,1,10000,
60002231,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,WIND_DARK,PHYSICS,0,0,,,,1,10000,
60002232,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,WIND_DARK,PHYSICS,0,0,,,,1,10000,
60002233,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,WIND_DARK,PHYSICS,0,0,,,,1,10000,
60002241,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,LIGHT_DARK,PHYSICS,0,0,,,,1,10000,
60002242,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,LIGHT_DARK,PHYSICS,0,0,,,,1,10000,
60002243,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,LIGHT_DARK,PHYSICS,0,0,,,,1,10000,
60002251,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_ICE,MAGIC,0,0,,,,1,10000,
60002252,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_ICE,MAGIC,0,0,,,,1,10000,
60002253,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_ICE,MAGIC,0,0,,,,1,10000,
60002261,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_WIND,MAGIC,0,0,,,,1,10000,
60002262,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_WIND,MAGIC,0,0,,,,1,10000,
60002263,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_WIND,MAGIC,0,0,,,,1,10000,
60002271,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_LIGHT,MAGIC,0,0,,,,1,10000,
60002272,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_LIGHT,MAGIC,0,0,,,,1,10000,
60002273,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_LIGHT,MAGIC,0,0,,,,1,10000,
60002281,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,FIRE_DARK,MAGIC,0,0,,,,1,10000,
60002282,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,FIRE_DARK,MAGIC,0,0,,,,1,10000,
60002283,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE_DARK,MAGIC,0,0,,,,1,10000,
60002291,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,ICE_WIND,MAGIC,0,0,,,,1,10000,
