#ID,基カードID,同カードID,冠名,メイン名,サブ名,スタックか？,属性,レアリティ,コスト,パラメータ,,,,,,,,,,,,レベル最大,忠誠度最大,名声最大,リーダースキル(カードのレベルアップによる変化表),,,,,,,,,,,,,,,,,,,,通常スキルID,アーサーボーナススキルID,ジョブボーナススキルID,スキルLv上限,スキルｶｯﾄｲﾝID,PictID,,,,拡大画像,経験値ID,売却値段,合成素材フラグ,売却素材フラグ,進化合成,,,,,,,,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,
#,,,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,,,,,,通常,種別,MAX,種別,サイズ,LVUP,,,,基礎費用,進化後ID,素材ID1,素材ID2,素材ID3,素材ID4,素材ID5,素材ID6,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],未：忠誠度UP[代：騎士LvUP],スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000110,10000110,10000109,豪腕の勇士,特異型アキレウス,,,DARK,SUPERRARE,0,419,699,0,70,117,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11100291,11100292,,1,1,10000110,0,10000110,1,L,104,5000,,,,,,,,,,,軍勢ではなく、単体での戦闘力を極端<br>に増幅させる事で戦線を引っ掻き回す<br>騎士。一説では踵の一点を除きほぼ無<br>敵とまで言われているが……？<br>実は沈没船の中から発見された英傑の<br>遺骨を基にした複製。<br>オリジナルはほぼ不死身に近い絶大な<br>戦闘力を持っていた。……また、鋼の<br>肉体を持ちながらも、『女装して敵地<br>に忍び込むのを得意としていた』とい<br>う情報もあるのだが……？,午前4時,福山 潤,MALE,90,78,88,201,84,RIGHT,,,,,,,,,男性,C:90、W:78、H:88,201cm,84kg,右,,,,,,,,,男性,C:90、W:78、H:88,201cm,84kg,右,,,,,,,,,私は気づいたのだ。男の真価は、筋力ではない。<br>剣術に加え、権謀術策に長けていること。<br>しかし、これだけではまだ足りんのだ…。,肉体など所詮は飾りだ。<br>見たければ好きなだけ見るがいい。,私はまだまだ甘かったということか。<br>悔しいが、これからの原動力になる。,上腕二頭筋が私に訴えてくるんだ。<br>もっと俺を鍛えてくれ、とね。,鍛錬に限界などない。最後に笑うのは<br>一日一日を大切に積み上げた者だ。,これが私の求めていた理想像か。<br>いざ辿り着くと実にあっけない…。,行くぞ、アーサー。男として歩むべき<br>正しき道を見せてやるぞ。,敵はいつでもお前を狙っている。<br>私が居るからと言って油断するな。,動かない敵なら簡単だ。<br>さぁて、中身を見せて貰うぞ！,アーサーよ、私を盾にしろ。<br>ここは私が引きつける！,ふむ、お前もよい体になってきたな。<br>だが、現状に満足してはならないぞ。,お前と共に戦うことで、その力の支えを知った。<br>野心に振り回され、目的を疎かにしていた私とは<br>違うのだな。アーサー、お前は強い王だよ。,刃が立たないとはこういう事だ！,私が盾になってやる！,まだまだ！　もう一本！,602980010,602980020,602980030,602980010,602980050,602980030,602980020,602980080,602980080,602980100,,
10000042,10000042,10000042,騎士,第二型アグラヴェイン,,,WIND,HIGHNORMAL,0,104,173,0,13,22,0,0,0,0,13,22,0,20,100,30,,,,,,,,,,,,,,,,,,,,,11100181,11100182,,1,0,10000042,0,10000042,1,S,102,500,,,10000,10000043,20000007,20000007,,,,,情報収集、弱点発見、後方攪乱など、<br>高度な情報戦を専門に取り扱う騎士。<br>仮想敵にランスロットを設定しており、<br>目的達成のためなら数日間一ヵ所に潜<br>み続けるなど、凄まじい執念と集中力<br>を発揮する。情報戦の一環として敵味<br>方問わず常にスキャンダルの材料を探<br>している節があり、周りからするとは<br>た迷惑極まりないとの評価も。,ゆーぽん(Nitroplus),矢作 紗友里,FEMALE,85,59,80,158,53,RIGHT,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,あなたはどんな情報が欲しいかしら？<br>女性陣のスリーサイズから男性陣の弱みまで<br>バッチリ取りそろえていますわよ♪,わたくしの得意分野は偵察…。<br>どんな弱みも握ってみせますわ。,わたくしの得意分野は偵察…。<br>どんな弱みも握ってみせますわ。,ほんのわずかな変化ですが、<br>確かに強くなれた気がしますわ。,ふふっ…観察眼も<br>より鋭くなりましたわよ。,か弱い乙女にしては<br>充分強くなれたと思いますわ♪,何か新しい発見があると<br>いいですわね。むふふ…♪,あなたは無駄な体力を<br>使わないでくださいませ。,お宝発見ですわ！<br>早く開きましょう♪,わたくしにはわかります…！<br>あれは強くて怖い敵！,私の王としてふさわしいか、<br>もっと観察してみたいですわ。,あなたの知りたい情報は、<br>すべてわたくしが手に入れてきます。<br>だから、どうぞご命令を…！,弱点を執拗なまでに攻めますわ！,解析完了…戦場は掌握しましたわ。,まさか、あきらめたりしませんわよね？,600120010,600120020,600120030,600120010,600120050,600120030,600120020,600120080,600120080,600120100,,
10000043,10000043,10000042,堅手の騎士,第二型アグラヴェイン,,,WIND,RARE,0,216,320,0,27,40,0,0,0,0,27,40,0,30,100,50,,,,,,,,,,,,,,,,,,,,,11100191,11100192,,1,1,10000043,0,10000043,1,S,103,1000,,,15000,10000044,20000012,20000012,20000012,20000007,,,情報収集、弱点発見、後方攪乱など、<br>高度な情報戦を専門に取り扱う騎士。<br>仮想敵にランスロットを設定しており、<br>目的達成のためなら数日間一ヵ所に潜<br>み続けるなど、凄まじい執念と集中力<br>を発揮する。情報戦の一環として敵味<br>方問わず常にスキャンダルの材料を探<br>している節があり、周りからするとは<br>た迷惑極まりないとの評価も。,ゆーぽん(Nitroplus),矢作 紗友里,FEMALE,85,59,80,158,53,RIGHT,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,て、偵察任務で１週間ほど飲まず食わずで<br>じっとしていました…。お願いですから、<br>ふかふかのベッドと、何か食べものを…！,情報戦は戦いの基本。<br>わたくしにお任せください。,情報収集に磨きをかけました。<br>今のわたくしは頼りになりますわよ♪,なんとか戦闘でも動けるように<br>なってきましたわね。,技術は日々進歩するものです。<br>わたくしも邁進していきますわ。,ふふっ…これがわたくしの<br>限界だとは思いませんけどね。,ピクニック気分で気を抜かないよう、<br>わたくしが見張っていますわ。,こういう仕事のほうがわたくしには<br>合っていますわ。戦うよりずっとマシ！,何が入っているんでしょう…！<br>ワクワクしますわね。,できれば、わたくしは後ろのほうで<br>こっそり隠れてたいのですが…ダメ？,最近はあなたのことばかり<br>考えてしまいますわ…。,えっ？　…わたくしのカメラを見たい？<br>そ、それはお断りしますわ…。<br>だって、あなたのことばかり撮っているもの。,ふふふ…心も砕いてやりますわ～！,わたくしがスキを作りますっ！,戦うのは嫌いですが負けるのはもっと嫌い！,600120010,600120020,600120030,600120010,600120050,600120030,600120020,600120080,600120080,600120100,,
10000044,10000044,10000042,諜謀の堅手,第二型アグラヴェイン,,,WIND,SUPERRARE,0,335,559,0,42,70,0,0,0,0,42,70,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11100201,11100202,,1,1,10000044,0,10000044,1,L,104,5000,,,20000,10000045,20000022,20000017,20000017,20000012,20000012,,情報収集、弱点発見、後方攪乱など、<br>高度な情報戦を専門に取り扱う騎士。<br>仮想敵にランスロットを設定しており、<br>目的達成のためなら数日間一ヵ所に潜<br>み続けるなど、凄まじい執念と集中力<br>を発揮する。情報戦の一環として敵味<br>方問わず常にスキャンダルの材料を探<br>している節があり、周りからするとは<br>た迷惑極まりないとの評価も。,ゆーぽん(Nitroplus),矢作 紗友里,FEMALE,85,59,80,158,53,RIGHT,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,あなたに関しては情報が少ないんですよね…。<br>いい機会ですから、いろいろ教えて<br>くださいません？　あなたが気になるんです。,わたくしの得た情報は貴重なもの<br>ばかり…その分、値が張りますけどね。,このわたくしがいるのですから、<br>情報戦は安心ですね。,戦闘は怖いけど、今なら<br>やれる気がしますわ！,勝敗は単純な戦闘力だけでは<br>決まりませんわ。そうでしょう？,わたくしがこんなに強くなれる<br>なんて、知りませんでしたわ。,あなたをひとりにするのは<br>心配ですもの。,アーサーは敵との遭遇に<br>備えて剣でも握っていなさい。,敵に奪われる前に回収しましょう！<br>わたくしが行ってきますわ。,大物ですわね。…情報収集だけ<br>して逃げたいですわ。,もっと、あなたのことが知りたい…<br>ダメ、ですか？,あなたからの言葉なら、どんなことでも<br>信じて差し上げますわ。<br>たとえそれが偽りの言葉だとしても。,あなたの弱点、丸見えですわよ？,前線はアーサーたちに任せましたわ。,このままじゃ悔しくて眠れません！,600120010,600120020,600120030,600120010,600120050,600120030,600120020,600120080,600120080,600120100,,
10000045,10000045,10000042,陽炎の謀略家,第二型アグラヴェイン,,,WIND,ULTRARARE,0,623,923,0,78,115,0,0,0,0,78,115,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11100211,11100212,,1,1,10000045,0,10000045,1,L,105,15000,,,,,,,,,,,情報収集、弱点発見、後方攪乱など、<br>高度な情報戦を専門に取り扱う騎士。<br>仮想敵にランスロットを設定しており、<br>目的達成のためなら数日間一ヵ所に潜<br>み続けるなど、凄まじい執念と集中力<br>を発揮する。情報戦の一環として敵味<br>方問わず常にスキャンダルの材料を探<br>している節があり、周りからするとは<br>た迷惑極まりないとの評価も。,ゆーぽん(Nitroplus),矢作 紗友里,FEMALE,85,59,80,158,53,RIGHT,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,女性,B:85、W:59、H:80,158cm,53kg,右,,,,,,,,,もうすこしお待ち下さいませ…って、そんなに<br>ジッと見られると困ります！　あなたを見るのは<br>わたくしの専売特許なんですからねっ！,あなたのことも、じ～っくりと<br>観察させてくださいませ♪,あなたのために強くなりました！<br>必ず活躍してみせますわ。,あなたが求めてくれれば、<br>わたくしはもっと強くなれます。,剣の腕も、偵察の腕も、努力次第で<br>どこまでも伸びますわ。,今のわたくしなら、きっとあなたを<br>守ることだって…！,迷子になっても、わたくしが<br>必ず見つけ出してあげますからね。,あなたにはわたくしが付いている<br>ということを忘れないでください。,わたくしが見つけた宝箱ですわよ。<br>感謝して受け取ってくださいませ。,た、戦うならあなたも一緒ですわよ！<br>ひとりで行かせないでね？,あなたを見ていると、頬が<br>熱くなります。なぜでしょう？,あなたの配下になれたことは、幸せです。<br>これからは、わたくしの力も、命も…<br>すべてあなたの物として扱ってくださいませ。,敵を知れば百戦楽勝ですわっ！,力を合わせましょう、アーサー！,あなたが勝つところを見せてくださいっ！,600120010,600120020,600120030,600120010,600120050,600120030,600120020,600120080,600120080,600120100,,
10000099,10000099,10000099,騎士,支援型アストラトエレイン,,,WIND,SUPERRARE,5,419,699,0,70,117,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11100421,11100422,,1,1,10000099,0,10000099,1,S,104,5000,,,20000,10000100,20000022,20000022,20000017,20000017,20000012,20000012,ランスロットのサポート用として開発<br>されたものの、当のランスロットがサ<br>ポートを必要としないほど強かったた<br>め、行き場を失った騎士。今では単体<br>で『外敵』との戦いに身を投じている。<br>文学や演劇に詳しく、悲恋を好むため<br>か、『もしも私がフラれた時は、自分<br>の死体を小舟に乗せて相手の男に送り<br>付けたい』とか困った事を考えている。,竹岡美穂,上坂 すみれ,FEMALE,81,55,79,147,39,RIGHT,,,,,,,,,女性,B:81、W:55、H:79,147cm,39kg,右,,,,,,,,,女性,B:81、W:55、H:79,147cm,39kg,右,,,,,,,,,う～ん…。あ、さっきの授業聞いてました？<br>私、初等騎士論の、王の騎士となるためにって<br>ところ分かんないんです。教えてくれますか？,わー、新しい生徒さんですか！？<br>訓練がんばりましょう！　ね！,わー、新しい生徒さんですか！？<br>訓練がんばりましょう！　ね！,ふう、いい感じです。これで試験の<br>結果もよくなりますかね。,よく分からないですけど、<br>うまくできたからオッケーです！,一気に成長はできないんですね。<br>ひとつひとつ堅実に、着実に、です！,探索…？　それって遠足みたいな<br>ものですよね？　わーい！,もうちょっとですよアーサー！<br>私がお手伝いしますっ！,うーん、どうしてこんなものが<br>落ちてるんでしょう…。謎ですね。,あ、アーサー？　あの敵はちょっと<br>早すぎるような気がー…？,アーサー、私がんばりました！<br>…撫でてくれでもいいんですよ？,まだまだだって怒られるとやっぱりヘコんじゃい<br>ますけど、その分燃えてくるんです。<br>いつか絶対、みんなを驚かせてあげますから！,やっちゃいますよー！　えーいっ！,これで元気だしてください！,うぅ…ヘコむ…。けどっ！,600290010,600290020,600290030,600290010,600290050,600290030,600290020,600290080,600290080,600290100,,
10000100,10000100,10000099,恋の騎士,支援型アストラトエレイン,,,WIND,ULTRARARE,5,779,1154,0,130,192,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11100431,11100432,,1,1,10000100,0,10000100,1,M,105,15000,,,20000,10000101,20000025,20000022,20000022,20000017,20000017,20000017,ランスロットのサポート用として開発<br>されたものの、当のランスロットがサ<br>ポートを必要としないほど強かったた<br>め、行き場を失った騎士。今では単体<br>で『外敵』との戦いに身を投じている。<br>文学や演劇に詳しく、悲恋を好むため<br>か、『もしも私がフラれた時は、自分<br>の死体を小舟に乗せて相手の男に送り<br>付けたい』とか困った事を考えている。,竹岡美穂,上坂 すみれ,FEMALE,81,55,79,147,39,RIGHT,,,,,,,,,女性,B:81、W:55、H:79,147cm,39kg,右,,,,,,,,,女性,B:81、W:55、H:79,147cm,39kg,右,,,,,,,,,えー！？　王様だったんですか！？<br>全然そんな風には見えない…って、すみません！<br>威厳がないとかそういう意味じゃなくて！,騎士と学問の両立。文武両道は大変<br>ですけど、アーサーのためですね！,バーナード様が褒めてくれたんです。<br>お前には驚かされるよって！,また一つ賢くなりました！<br>バーナード様、褒めてくれるかな？,もう少しでモノにできそうです。<br>もっと訓練をお願いできますか？,勉強は大変ですけど、<br>実感できるから好きなんです！,実地訓練ですか！　分かりました！<br>バッタバッタとなぎ倒しましょう！,ここから来たら、こう出るっ！<br>よしっ、これで訓練通りです！,やったー！　お宝ゲットですよ！<br>えへへ、褒めてくれますー？,強そうなの見つけましたっ…！<br>ここは慎重に、慎重にっ。,もっと頑張りたいって思うんです。<br>頼りになる王様がいるからですね。,アーサーと一緒に居ると、それだけで賢くなれる<br>ような気がするんです！　これでバーナード様の<br>学園も無事卒業…じゃないですよね、はい…。,痛くてもごめんなさーい！,癒しの祈り、受け取ってくださいっ！,も、もう一回やらせてください！,600290010,600290020,600290030,600290010,600290050,600290030,600290020,600290080,600290080,600290100,,
10000101,10000101,10000099,悲恋の乙女,支援型アストラトエレイン,,,WIND,MILLIONRARE,5,1371,1904,0,228,317,0,0,0,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,11100441,11100442,,1,2,10000101,0,10000101,1,L,106,30000,,,,,,,,,,,ランスロットのサポート用として開発<br>されたものの、当のランスロットがサ<br>ポートを必要としないほど強かったた<br>め、行き場を失った騎士。今では単体<br>で『外敵』との戦いに身を投じている。<br>文学や演劇に詳しく、悲恋を好むため<br>か、『もしも私がフラれた時は、自分<br>の死体を小舟に乗せて相手の男に送り<br>付けたい』とか困った事を考えている。,竹岡美穂,上坂 すみれ,FEMALE,81,55,79,147,39,RIGHT,,,,,,,,,女性,B:81、W:55、H:79,147cm,39kg,右,,,,,,,,,女性,B:81、W:55、H:79,147cm,39kg,右,,,,,,,,,バーナード様の授業は退屈なんですけど、<br>これも立派な騎士になるためです！<br>勉強がんばり…ます……、ぐー………。,攻撃よりも支援の方が得意なんです。<br>適材適所でお願いしますね！,えへへ、バーナード様が教えてくれた<br>ことにも、意味があったんですね。,こんなところで満足しませんよ！<br>もっともっと上を目指しますね！,私なりに勉強法を考えてみたんです。<br>効果が出てよかったなぁ…。,えへへ、ばっちりですよ。<br>大変よくできました！,いざ！<br>探索の旅へしゅっぱーつ！,皆さんから教えてもらったことを<br>活かすなら、今です！,んしょ…箱ごと持ってきましたけど、<br>んしょ…お、重い…。,あいつ強そうです…ひぃっ！？<br>目！　いま目が合いましたっ！？,えへへ、あなた様のためにも、もっと<br>立派な騎士になれたらいいなぁ…。,本当の強さや力なんて私には分かりませんけど、<br>大切な人を守るためなら、どんなことだって<br>できちゃう気がするんです。えへへ♪,みんなを傷つけるのは許しませんっ！,よかった、間に合ったみたいです！,次はもっとうまくやりますから！,600290010,600290020,600290030,600290010,600290050,600290030,600290020,600290080,600290080,600290100,,
10000093,10000093,10000093,騎士,支援型イテール,,,FIRE,RARE,0,216,320,0,27,40,0,0,0,0,27,40,0,30,100,50,,,,,,,,,,,,,,,,,,,,,11400031,11400032,,1,1,10000093,0,10000093,1,M,103,1000,,,15000,10000094,20000010,20000010,20000010,20000005,,,イテール本人の戦闘能力よりも、その<br>身に纏う豪奢な鎧を取り出す事を目的<br>に作られた特殊な騎士。真っ赤な鎧は<br>パーシヴァルへ譲渡される事になる。<br>単体としての力も、当初思っていたよ<br>り高かったため、『外敵』との実戦へ<br>投入される事に。,だんちょ,喜多村 英梨,FEMALE,79,57,82,156,48,RIGHT,,,,,,,,,女性,B:79、W:57、H:82,156cm,48kg,右,,,,,,,,,女性,B:79、W:57、H:82,156cm,48kg,右,,,,,,,,,あ、アーサー！　勝手に私の部屋に<br>入っちゃダメだからね？　その…人には<br>見せられないものがたくさんあるから…。,キミが欲しいの私の鎧でしょ？<br>そんなのわかってるんだからね！,キミが欲しいの私の鎧でしょ？<br>そんなのわかってるんだからね！,ふん！　鎧だけ女だと思ったら<br>大間違いなんだからね！,よ～し、これでオッケー！<br>何事も備えあれば憂いなし、だよ！,これだけ強くなれば<br>文句ないよね？　ふふん♪,い、いつどこに悪いヤツが<br>潜んでるかわからないからね！,しょうがないな～。<br>ちょっとだけ優しくしてあげるよ。,お宝かな…？　でも怖いな～…。<br>欲しいならキミが拾いにいけば？,アイツ、すっごく強そう…。<br>負けたら身ぐるみ剥がされそう…。,すこしは信用してあげてもいいよ？<br>で、でも調子には乗らないでね！,どうせキミもみんなと同じで私の鎧だけが<br>目当てなんでしょ？　…違う？　…本当に？　<br>ふ～ん…キミって変わってるね。,私の鎧をいやらしい目で見るな！,後衛の仕事も大事な役目だよね？,ねぇ、もうあきらめようよ…。,600270010,600270020,600270030,600270010,600270050,600270030,600270020,600270090,600270090,600270100,,
10000094,10000094,10000093,赤鎧の騎士,支援型イテール,,,FIRE,SUPERRARE,0,335,559,0,42,70,0,0,0,0,42,70,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11400041,11400042,,1,1,10000094,0,10000094,1,M,104,5000,,,20000,10000095,20000020,20000015,20000015,20000010,20000010,,イテール本人の戦闘能力よりも、その<br>身に纏う豪奢な鎧を取り出す事を目的<br>に作られた特殊な騎士。真っ赤な鎧は<br>パーシヴァルへ譲渡される事になる。<br>単体としての力も、当初思っていたよ<br>り高かったため、『外敵』との実戦へ<br>投入される事に。,だんちょ,喜多村 英梨,FEMALE,79,57,82,156,48,RIGHT,,,,,,,,,女性,B:79、W:57、H:82,156cm,48kg,右,,,,,,,,,女性,B:79、W:57、H:82,156cm,48kg,右,,,,,,,,,キュッキュッキュー♪　見て見て、キレイに<br>磨けたよ！　せっかくピカピカにしたんだし、<br>今日は部屋から出ずに鎧を見つめてよーかなぁ。,よ、鎧をはぎ取らないって約束する？<br>…なら、大人しくキミについてくよ。,私もこの鎧に見合う女になれたかな？<br>もう鎧を取り上げたりしないよね？,私って、実はやればできる子<br>なんだから！　見直した？,ふっふっふ…そう簡単に<br>略奪されてたまるもんですか！,まだ鎧だけが目当て？　私もちゃんと<br>役に立てるんだけどな～？,ちゃんと警戒しながら歩いて！<br>で、でないと私も前に進めないでしょ。,別に見返りは期待してないからね？<br>ホントに期待してないからね！？,宝箱っぽいけど…もしかしたら<br>罠かも…き、気をつけて！,強敵だよ…どうする？<br>私は逃げたほうがいいと思うけど。,鎧じゃなくて、ちゃんと私のことも<br>見てくれてるんだね…あ、ありがと。,この鎧…キミにならちょっとの間だけ<br>貸してもいいよ。ほ、ほんとにちょっとだよ？　<br>…１時間だけ！　いや、３時間まで許す！,油断してる今がチャンス！,支援なら喜んでするよっ！　ほら！,キミが立てっていうなら、頑張るけど…。,600270010,600270020,600270030,600270010,600270050,600270030,600270020,600270090,600270090,600270100,,
10000095,10000095,10000093,赤熱の剣姫,支援型イテール,,,FIRE,ULTRARARE,0,623,923,0,78,115,0,0,0,0,78,115,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11400051,11400052,,1,1,10000095,0,10000095,1,L,105,15000,,,,,,,,,,,イテール本人の戦闘能力よりも、その<br>身に纏う豪奢な鎧を取り出す事を目的<br>に作られた特殊な騎士。真っ赤な鎧は<br>パーシヴァルへ譲渡される事になる。<br>単体としての力も、当初思っていたよ<br>り高かったため、『外敵』との実戦へ<br>投入される事に。,だんちょ,喜多村 英梨,FEMALE,79,57,82,156,48,RIGHT,,,,,,,,,女性,B:79、W:57、H:82,156cm,48kg,右,,,,,,,,,女性,B:79、W:57、H:82,156cm,48kg,右,,,,,,,,,キミを特別に私の部屋へ招待しようかな？<br>戦場で拾ったり、街で買った鎧がたくさん<br>飾ってあるんだ♪　眺めてると幸せになれるよ。,ふーん…私のことも必要なんだ？<br>いいよっ、キミの力になってあげる。,鎧は渡せないけど…その代わり<br>ぜったいキミの役に立ってみせるよ！,いつか鎧より私のほうがすごいって<br>言わせちゃうんだから！,来るなら来てみろ～！　<br>この剣でみ～んなぶった斬ってやる！,私もかなり強くなれたし、<br>もう略奪される心配もないよね♪,鎧もアーサーも危険な目には<br>遭わせないよ！　わ、私が守る…！,キミにだったら、頼られるのも<br>悪くない、かな…？,宝箱だよね？　私が開けるから、<br>なにかあったらフォローしてね…？,大物だね…倒したほうが得られる<br>ものも多そうだけど…怖いなぁ…。,キミになら、この鎧も私の命も<br>…ぜんぶ、預けてもいいよ。,私の鎧はあげられないけど、代わりに<br>他にコレクションしてる鎧なら、プレゼント<br>してもいいよ？　これとか、キミに似合いそう♪,鎧も私もすっごく強いんだよ！,キミの頼みなら、仕方ないよね！,進むも退くも、ぜんぶキミに任せるよ。,600270010,600270020,600270030,600270010,600270050,600270030,600270020,600270090,600270090,600270100,,
10000010,10000010,10000010,騎士,第二型ガヘリス,,,FIRE,HIGHNORMAL,0,130,216,0,22,36,0,0,0,0,0,0,0,20,100,30,,,,,,,,,,,,,,,,,,,,,11100011,11100012,,1,0,10000010,0,10000010,1,S,102,500,,,10000,10000011,20000010,20000005,20000005,,,,強大な力を持ったロット王の因子を組<br>み込んだ騎士の１人。恐るべき力を持<br>つものの、自身の敵愾心と正義感を混<br>同するきらいが見受けられる。相手を<br>敵と認識したら最後、無二の親友や親<br>代わりの人物であっても容赦なく攻撃<br>を加えるため、ブレない破壊行為とい<br>う意味で、単純な戦力だけで考えれば<br>極めて優良。ただし悪心を持って利用<br>しようなどと考えれば、その刃は即座<br>に王の首へと翻る。,まろ,浪川 大輔,MALE,75,65,82,171,62,RIGHT,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,私はガヘリス。正義と秩序をもたらす者です。<br>王よ、あなたも正しき者のようですね。<br>共にブリテンから災いを取り除きましょう！,正義の前に、悪がはびこる試しなし。<br>全ての悪は、私が叩き潰します！,正義の前に、悪がはびこる試しなし。<br>全ての悪は、私が叩き潰します！,まだまだ修練が足りません。<br>負けないためにも努力を続けます。,こそこそする悪党は、法の光の下へ<br>引きずり出してみせましょう。,なるほど、これが正義の力ですね。<br>全身から力が溢れるようです。,正しき者には、よき因果があります。<br>王よ、共に正義を行いましょう。,お任せください！<br>正義の助太刀、受けてみよ！,宝を発見しました。<br>ご判断は王にお任せします。,くっ…、強敵のようです。<br>しかし、立ちはだかるというのなら。,はい！　正義のために尽力します。<br>王の騎士であれば当然でしょう。,ブリテンに正義の灯を灯しましょう。<br>私との契約は、それを為すに足る、<br>尊いものになると信じています。,お前たちにはここで滅んでもらおう！,あなた方はまだ終わりません。,クッ…！　まだまだ道程はほど遠いか。,600040010,600040020,600040030,600040010,600040050,600040030,600040020,600040080,600040080,600040100,,
10000011,10000011,10000010,怒りの騎士,第二型ガヘリス,,,FIRE,RARE,0,270,400,0,45,67,0,0,0,0,0,0,0,30,100,50,,,,,,,,,,,,,,,,,,,,,11100021,11100022,,1,1,10000011,0,10000011,1,M,103,1000,,,15000,10000012,20000015,20000010,20000010,20000010,20000005,,強大な力を持ったロット王の因子を組<br>み込んだ騎士の１人。恐るべき力を持<br>つものの、自身の敵愾心と正義感を混<br>同するきらいが見受けられる。相手を<br>敵と認識したら最後、無二の親友や親<br>代わりの人物であっても容赦なく攻撃<br>を加えるため、ブレない破壊行為とい<br>う意味で、単純な戦力だけで考えれば<br>極めて優良。ただし悪心を持って利用<br>しようなどと考えれば、その刃は即座<br>に王の首へと翻る。,まろ,浪川 大輔,MALE,75,65,82,171,62,RIGHT,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,王の双眸には、この世界はどう映っていますか。<br>欺瞞に満ちた世を断つ力が必要であれば、<br>私に指示をお与えください。,ブリテンの動乱を鎮めましょう。<br>皆が望む未来を創るのです。,意思と鍛錬によってのみ、正しき力を<br>使うことが赦されるのです。,己に満足すれば、怠惰が生まれます。<br>常に研鑽を欠かさぬことです。,意思あるものは、成長します。<br>それがこの世の必然なのです。,成長を実感できないからと言って、<br>足を止めてはいけませんよ。,大義をなすのであれば、地道な<br>行動も欠かすべきではありません。,王よ、ここはお任せください！<br>崇高な意思は砕けません！,拾得物は、責任をもって管理します。<br>いずれ持ち主が現れるそのときまで。,敵に不足はありません。<br>今が正義を為すときです！,大義のために偽善と呼ばれてもいい。<br>王にはその覚悟がありますか？,崇高な意思をもってすれば、姿形の違いなど<br>些事に過ぎないのです。志を持つ者同士、<br>ブリテンのために共闘しましょう。,自分の首を洗っておきなさい！,気を確かに。諦めるにはまだ早い！,ウソだ、正義が折れるなど…！,600040010,600040020,600040030,600040010,600040050,600040030,600040020,600040080,600040080,600040100,,
