#ID,基カードID,同カードID,冠名,メイン名,スタックか？,レアリティ,コスト,パラメータ,,,,,,,,,,,,レベル最大,ホロレベル最大,マスターホロ,忠誠度最大,名声最大,名声ボーナス係数,通常スキルID,アーサーボーナススキルID,ジョブボーナススキルID,スキルLv上限,スキルｶｯﾄｲﾝID,PictID,,,,拡大画像,ホロタイプ,経験値ID,売却値段,合成素材フラグ,売却素材フラグ,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,
#,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,,,,,,,,,通常,種別,MAX,種別,サイズ,,LVUP,,,,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],未：忠誠度UP[代：騎士LvUP],スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131004,10131004,10131004,妖精,竹姫,,ULTRARARE,0,857,1269,0,0,0,0,143,212,0,0,0,0,50,55,,100,90,2000,13601581,13601582,,1,1,10131004,0,10131004,1,M,6,105,15000,,,『断絶の時代』も今も変わらず、街外<br>れにある大きなお屋敷で暮らしている<br>お姫様。妖精独自の力で屋敷に見えて<br>いるが実際は単なるボロ屋敷の空き家<br>。美しい着物に身を包み、月夜を眺め<br>る姿は人々を惑わしてならない。しか<br>し、彼女の屋敷に入った人間は超空間<br>迷路にはまり、生きて外に出ることは<br>できないのだという……。,SALT,矢作 紗友里,FEMALE,82,55,80,162,43,LEFT,,,,,,,,,女性,B:82、W:55、H:80,162cm,43kg,左,,,,,,,,,女性,B:82、W:55、H:80,162cm,43kg,左,,,,,,,,,何故じゃろうな……。<br>月を眺めておると、涙が止まらぬのじゃ。<br>よよよよよよよ……。,月に帰るまでは、<br>お主に付き合ってやろう。,月に帰るまでは、<br>お主に付き合ってやろう。,またわらわの価値が上がったぞ。,どちらかというと、<br>男を手玉に取る方が得意じゃな。,完璧過ぎるというのも<br>罪なもんじゃな……。,さあ、物見遊山へ出かけるぞ。,わらわに助けてもらうなど、<br>光栄の極みじゃろう。,宝箱じゃな。わらわが気に入るような<br>アクセサリーはないのか？,厄介そうな相手じゃな。<br>わらわに言い寄る男ほどではないが。,お主は面白いのう。<br>褒めて遣わすぞ。,お主を見ておると、退屈せんで済む。<br>最近、月を見て泣くのにも<br>飽きておったからな。,幻を見るが良い！,わらわを守るのじゃ！,さて、月へ帰るとするか……。,601330010,601330020,601330030,601330030,601330050,601330030,601330020,601330080,601330090,601330010,,
10131005,10131005,10131004,光竹の赫奕姫,竹姫,,MILLIONRARE,0,1508,2094,0,0,0,0,251,349,0,0,0,0,60,65,,100,100,2000,13601591,13601592,,1,2,10131005,0,10131005,1,L,6,106,30000,,,『断絶の時代』も今も変わらず、街外<br>れにある大きなお屋敷で暮らしている<br>お姫様。妖精独自の力で屋敷に見えて<br>いるが実際は単なるボロ屋敷の空き家<br>。美しい着物に身を包み、月夜を眺め<br>る姿は人々を惑わしてならない。しか<br>し、彼女の屋敷に入った人間は超空間<br>迷路にはまり、生きて外に出ることは<br>できないのだという……。,SALT,矢作 紗友里,FEMALE,82,55,80,162,43,LEFT,,,,,,,,,女性,B:82、W:55、H:80,162cm,43kg,左,,,,,,,,,女性,B:82、W:55、H:80,162cm,43kg,左,,,,,,,,,わらわには、今ちょっと欲しいアクセサリーが<br>あってな……、なに、珍しいものではない。<br>『龍の頸の玉』『蓬莱の玉の枝』『火鼠の……,わらわは安い女ではないぞ。<br>覚悟しておけ。,また男共がわらわに群がるのか。<br>罪なものよのう。,わらわはこう見えて、<br>上昇志向が強いのじゃ。,こんな技など身につけぬとも、<br>男共に戦わせておけば良い。,あまりに価値が高まり過ぎると、<br>男共は引かんかのう……。,牛車はどこじゃ？<br>わらわに歩けというのか？,しっかりせい。<br>下の者に示しがつかんではないか。,宝箱じゃ。わらわが男共に<br>吹っかけた品はないようじゃな。,なかなかの強者のようじゃな。<br>あまり無理をするでないぞ。,男共を振り回すより、<br>お主とおる方が楽しいのう。,お主と離れるのは、少し寂しいのう。<br>どうじゃ、お主、わらわと一緒に<br>月へゆくというのは？,迷い家へ招待してやろう！,わらわの盾となれ！,まだ、わらわは満足しておらんぞ！,601330010,601330020,601330030,601330030,601330050,601330030,601330020,601330080,601330090,601330010,,
10131013,10131013,10131013,騎士,新春型輝夜,,ULTRARARE,0,857,1269,0,0,0,0,143,212,0,0,0,0,50,55,,100,90,2000,13202821,13202822,,1,1,10131013,0,10131013,1,L,7,105,15000,,,直接戦闘ではなく研究技術向上を目的<br>に、新年の節目に製造された特殊な騎<br>士の一人。「月からの使者」と人々か<br>ら崇められている美女から抽出された<br>因子を元に製造された。好物は「ウサ<br>ギにつかせた餅」。,みやま零,大橋 彩香,FEMALE,75,52,80,157,49,RIGHT,,,,,,,,,女性,B:75、W:52、H:80,157cm,49kg,右,,,,,,,,,女性,B:75、W:52、H:80,157cm,49kg,右,,,,,,,,,お主、なにをボサッとしておるのじゃ！<br>世はまさに、春のうららのテムズ川！<br>新春をわらわの色に染め上げるぞ！　急げい！,わらわがお主の元に居るかぎり<br>今年一年は安泰じゃな！,わらわがお主の元に居るかぎり<br>今年一年は安泰じゃな！,なっ、わらわを戦場へ送る気か！？<br>この人でなし！　鬼！　帝ッ！,どれほど背伸びをしてみても<br>わらわの故郷へは届かぬのう…。,これお主！　美しく着飾るのは<br>すてえたすじゃ！　さぼるでない！,さあ行け、アーサー！<br>お主の好きな宝探しじゃ！,書き初め、福笑い、隠し芸と<br>新春ネタは仕込んでおるぞ？,さて、わらわの望む財宝が<br>入っているとよいがのう。,わらわはお主らアーサーを支える<br>あいどるじゃからな。戦闘は任せた！,お主、月が綺麗だと思ったことは<br>一度や二度ではないのではないか？,案ずるな。お主がどんな連中に靡こうとも<br>わらわの元へ帰ってくればそれでよいのじゃ。<br>せいぜい外で遊んでくるがよい。,まばゆい光で貫いてくれる！,ゆっくり休むがよいぞ。,わらわは敗北など認めーんっ！,601790010,601790020,601790030,601790030,601790050,601790030,601790020,601790080,601790090,601790010,,
10131014,10131014,10131013,嘉辰令月,新春型輝夜,,MILLIONRARE,0,1508,2094,0,0,0,0,251,349,0,0,0,0,60,65,,100,100,2000,13202831,13202832,,1,2,10131014,0,10131014,1,L,7,106,30000,,,直接戦闘ではなく研究技術向上を目的<br>に、新年の節目に製造された特殊な騎<br>士の一人。「月からの使者」と人々か<br>ら崇められている美女から抽出された<br>因子を元に製造された。好物は「ウサ<br>ギにつかせた餅」。,みやま零,大橋 彩香,FEMALE,75,52,80,157,49,RIGHT,,,,,,,,,女性,B:75、W:52、H:80,157cm,49kg,右,,,,,,,,,女性,B:75、W:52、H:80,157cm,49kg,右,,,,,,,,,初日の出とな？　なにを悠長な事抜かしておる。<br>新年始まって最初に空に浮かぶモノはなんじゃ？<br>そう…。月じゃ！　初月の出を祝うのじゃ！,月の光には信じられぬパワーがある！<br>変身もできるし光線も打てるのじゃ！,わらわが美しくあることは<br>世の男の希望じゃからのう！,この訓練と新年の催しに<br>いったいどんな関係があるのじゃ…。,ちょっと月まで里帰り、と散歩感覚で<br>宇宙旅行できるようにならんかのう。,くくく…。明くる年はわらわを祝う<br>輝夜イヤーにしてやろう！,新年の空気を吸いに行くのも<br>悪くはあるまい。,そう慌てるでない。<br>わらわの支援は常に完璧じゃぞ。,ほう、宝箱とな。<br>これは新年早々、縁起がよいのう！,不敗神話と作るのじゃろう？<br>ほれ、さっさと始末せんか！,お主がその気なら、月の実家に<br>招待することもやぶさかではないぞ♪,新たな一年が始まるという節目の季節じゃ。<br>われらの関係をひとつ進めるかむっつ進めるか<br>双六で決めてみるか。アガリはもちろん…♪,喰らうがよい！,ここはわらわの出番かの。,誓ったであろう！　わらわのために戦うと！,601790010,601790020,601790030,601790030,601790050,601790030,601790020,601790080,601790090,601790010,,
10131006,10131006,10131006,騎士,新春型ペリドッド,,ULTRARARE,0,1028,1523,0,0,0,0,0,0,0,114,169,0,50,55,,100,90,2000,14400231,14400232,,1,1,10131006,0,10131006,1,L,1,105,15000,,,直接戦闘ではなく研究技術向上を目的<br>に、新年の節目に製造された特殊な騎<br>士の一人。ペリドッドの因子を元に製<br>造された。死神が正月を楽しんで何が<br>悪い！と言わんばかりに、新春を満喫<br>し、使い魔にも「獅子舞」という東洋<br>に伝わる伝統芸能の衣装を着せている<br>。本人は「この獅子舞に噛まれると無<br>病息災」と言っているが、実際に噛ま<br>れると得体のしれない病にかかるので<br>注意が必要。,柴乃櫂人,矢作 紗友里,FEMALE,85,57,107,167,55,LEFT,,,,,,,,,女性,B:85、W:57、H:107,167cm,55kg,左,,,,,,,,,女性,B:85、W:57、H:107,167cm,55kg,左,,,,,,,,,お主！　死神は、めでたい日を楽しんでは<br>ならないとでも言いたそうな顔しておるな！<br>死神にだって新年を祝わせろ！　死神差別反対！,お主の魂と正月休みは預かった！<br>返してほしくば下僕となるのじゃ！,お主の魂と正月休みは預かった！<br>返してほしくば下僕となるのじゃ！,いつだろうと等しく人は死ぬ。<br>人の命とは儚いものじゃ…。,わらわの顔をまじまじ見おって。<br>な、何かついておるのか？,まだまだじゃな。ありったけの魂を<br>わらわの元へ持ってまいれ！,さあ、そこ行く騎士ども道を空けよ！<br>死神様のお通りじゃ！,お主を殺すのはわらわじゃ。<br>それまでは、指一本触れさせぬぞ！,これは宝箱ではない！　天、いや<br>地の底からわらわへのお年玉じゃ！,わらわに勝負を挑むその蛮勇ぶりは<br>褒めて遣わそうではないか…！,お主、底の知れんヤツじゃのう…。<br>時折その魂の巨大さが恐ろしいわ。,死神を怯えさせるとは…。もしやお主、死神<br>以上の存在ではなかろうな？　いやそんなはずは<br>ない…よな？　取って食ったりしないよな…？,お主らに祝いは不要じゃな。,死神との取引じゃ。,その魂で活路を見いだせ。,602100010,602100020,602100030,602100030,602100050,602100030,602100020,602100080,602100090,602100010,,
10131007,10131007,10131006,春の日の死神,新春型ペリドッド,,MILLIONRARE,0,1809,2513,0,0,0,0,0,0,0,201,279,0,60,65,,100,100,2000,14400241,14400242,,1,2,10131007,0,10131007,1,L,1,106,30000,,,直接戦闘ではなく研究技術向上を目的<br>に、新年の節目に製造された特殊な騎<br>士の一人。ペリドッドの因子を元に製<br>造された。死神が正月を楽しんで何が<br>悪い！と言わんばかりに、新春を満喫<br>し、使い魔にも「獅子舞」という東洋<br>に伝わる伝統芸能の衣装を着せている<br>。本人は「この獅子舞に噛まれると無<br>病息災」と言っているが、実際に噛ま<br>れると得体のしれない病にかかるので<br>注意が必要。,柴乃櫂人,矢作 紗友里,FEMALE,85,57,107,167,55,LEFT,,,,,,,,,女性,B:85、W:57、H:107,167cm,55kg,左,,,,,,,,,女性,B:85、W:57、H:107,167cm,55kg,左,,,,,,,,,この世は死に満ちておる。食物とて油断できん。<br>急いで食おうものなら…んっ！？　げほげほっ！<br>し、死神を殺しにくるとは命知らずな餅めっ！,死神とて仕事をしたくない日もある。<br>気まぐれなのじゃ！,うむ、本当のご主人様はわらわじゃ。<br>よく気づいたのう、愛でてやろう♪,誰彼構わず殺すのが死神ではない。<br>そういうのは三流の仕事じゃ。,も、餅がどこまで伸びるかなんて<br>子供じみたことは考えておらんぞ！？,どうじゃ？　あまりの力の差に恐れを<br>抱いてひれ伏したくなるじゃろう？,隣を歩けと言えば、それに従え！<br>わらわに恥をかかせたいのかっ！？,下僕は主人の戦い方を<br>よーく見ておくがよいぞ。,イヤじゃイヤじゃ！<br>これはわらわが開けるんじゃ～っ！,何も新年早々、命を粗末にせんでも<br>よいとは思うがのう？,げ、下僕ではさすがに可哀想じゃな！<br>特別に…わらわの友人で手を打とう！,わ、わらわは人生初の初詣に行きたがっておる！<br>ほらお主！　わらわの友人ならば手を繋げ！<br>ひ、人混みではぐれると危険じゃろう！？,鎌は狩り取るためにある！,わらわが祝福してやろうぞ。,日々を生きよ、命の火を燃やせ。,602100010,602100020,602100030,602100030,602100050,602100030,602100020,602100080,602100090,602100010,,
10208007,10208007,10208007,騎士,新春型コンスタンティン,,ULTRARARE,0,857,1269,0,0,0,0,0,0,0,143,212,0,50,55,,100,90,2000,14303291,14303292,,1,1,10208007,0,10208007,1,L,7,105,15000,,,本来の製造計画にはない、マーリンが<br>一から設計した騎士。モードレッド同<br>様、アーサーの因子の一部が使われて<br>いるものの、こちらには裏切りの要素<br>はない。マーリンが進めている、とあ<br>る計画の重要なピースであるらしいの<br>だが、それはさておき正月くらいは祝<br>おう。,黒星紅白,雨宮 天,FEMALE,84,56,86,168,55,RIGHT,,,,,,,,,女性,B:84、W:56、H:86,168cm,55kg,右,,,,,,,,,女性,B:84、W:56、H:86,168cm,55kg,右,,,,,,,,,貴君がアーサーだな。君が王位を目指すのなら<br>いくつか忠告しておきたいことがある。<br>老婆心かも知れないが聞いてくれるだろうか。,コンスタンティンだ。畏まる必要は<br>ない。好きなように呼んでほしい。,コンスタンティンだ。畏まる必要は<br>ない。好きなように呼んでほしい。,伸びしろはまだある。他にも方法が<br>あるのなら試す価値があるはずだ。,戴冠など並大抵のことではないが<br>諦めねばいずれ報われることだろう。,限界を見てからが本当の勝負だ。<br>ここで諦めるようでは先はないよ。,準備ができたのなら向かおう。<br>戦場が我らを待っている。,側面の敵には対処しよう。<br>貴君は進軍指示を続けてくれ。,受け取れ。ずいぶんつまらぬ物だが<br>民への土産程度にはなるはずだ。,来るぞ。かなりの手練れだ。<br>油断するな。,貴君はやはり一角の人物ではないね。<br>思っていた通りで私は嬉しいよ。,要らぬ心配をして、君を不快にさせただろうね。<br>王の道がいかなるものか知っているからこそ、<br>助言したくてね。すまないね、アーサー。,この者を誰だと思っている！,王の騎士よ、立ち上がれ。,まだ覇道は始まったばかりだよ？,600980010,600980020,600980030,600980030,600980050,600980030,600980020,600980080,600980090,600980010,,
10208008,10208008,10208007,王位なる正月,新春型コンスタンティン,,MILLIONRARE,0,1508,2094,0,0,0,0,0,0,0,251,349,0,60,65,,100,100,2000,14303301,14303302,,1,2,10208008,0,10208008,1,L,7,106,30000,,,本来の製造計画にはない、マーリンが<br>一から設計した騎士。モードレッド同<br>様、アーサーの因子の一部が使われて<br>いるものの、こちらには裏切りの要素<br>はない。マーリンが進めている、とあ<br>る計画の重要なピースであるらしいの<br>だが、それはさておき正月くらいは祝<br>おう。,黒星紅白,雨宮 天,FEMALE,84,56,86,168,55,RIGHT,,,,,,,,,女性,B:84、W:56、H:86,168cm,55kg,右,,,,,,,,,女性,B:84、W:56、H:86,168cm,55kg,右,,,,,,,,,アーサー。日々の務めは果たしているか？<br>武器の手入れだけではなく、騎士を褒め、鍛え<br>民衆を鼓舞して活力を与えるのも王の務めだよ。,足りぬところがあれば言ってほしい。<br>貴君のためにひと肌脱ごう。,助言は必要ないのに、ついつい口を<br>挟んでしまうね。すまない悪い癖で。,全盛の頃に比べれば劣ったものだ。<br>ブリテンのためにも取り戻さねば。,伸ばすと決めたら適切な技術を選択<br>せよ。さもなくば単なる器用貧乏だ。,ここを頂とみるか踊り場とみるか。<br>アーサーの判断を仰ぐとしよう。,斥候が帰ってきたようだ。<br>我々も行くとしよう。,ここは私が引き受けよう。<br>貴君を失う訳にはいかないからね。,拾うのか？　宝物殿へ入れるほど<br>価値があるとは思えないが…。,避けては通れないものもある。<br>さあアーサー、君ならどうする。,小言が多い小姑のようだと来たか。<br>ハハ…。事実、そうかもしれないな。,知っているか、アーサー。本物のアーサーは<br>先代、先々代と王位を継いできた一族の者だ。<br>君が本物であれば…。いや、私情だったな。,何人たりとも王道に横臥させない！,道半ばにして諦めるな！,君ならやれると思ったんだ…。,600980010,600980020,600980030,600980030,600980050,600980030,600980020,600980080,600980090,600980010,,
10131008,10131008,10131008,騎士,新春型アーサー 技巧の場,,SUPERRARE,0,831,1385,0,16,26,0,0,0,0,0,0,0,40,45,,100,70,2000,12502921,12502922,,1,1,10131008,0,10131008,1,L,4,104,5000,,,直接戦闘ではなく研究技術向上を目的<br>に、新年の節目に製造された特殊な騎<br>士の一人。アーサー -技巧の場- <br>の因子を用いて、見た目そっくりに作<br>られた。正月を祝う名目であれば、美<br>少女、美少年を集め愛でることも許さ<br>れると思っている。,みすみ,佐藤 利奈,FEMALE,83,54,82,162,43,LEFT,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,春と言えば花！　花と言えば美少女と美少年！<br>この二つが揃えば、そこは楽園！　パラダイス！<br>さあ、新春水着水泳大会を始めるわよ！,新年こそ美しい美少年と美少女たんを<br>眺めて美意識を高めるチャンス！,新年こそ美しい美少年を美少女たんを<br>眺めて美意識を高めるチャンス！,美少女たんを見て拝まないなんて<br>あなたそれでもアーサー王なの！？,美少年のよさ知りたい？　知りたい？<br>あ、この話長くなるけどいい？,袴姿の美少女たんが足りないっ！<br>まずいわ、これは致命的よ…！,ちょ、ちょっとくらい待ってよ！<br>せっかくオトせそうだったのに！,私は美しい者の味方。<br>ここは、任せておきなさい。,数少ないチャンスをモノにする！<br>それがアーサーってもんでしょ！,ホント、ユーモアのセンスがない<br>頭ガッチガチ野郎なんだから。,あなたも美少女たんと美少年きゅんが<br>好きなの？　…ライバルってことね！,私はほら、美しいものが好きなだけなのよ。<br>ちょっと着せ替えしたいとか部屋に飾りたいとか<br>それくらいよ。うん、ぜんっぜんピュアよね？,うちの美少女たんに何してんだー！,私が守るからね、美少年きゅんっ！,何度でも立ち上がる…！　みんなのために！,602690010,602690020,602690030,602690030,602690050,602690030,602690020,602690080,602690090,602690010,,
10131009,10131009,10131008,紅梅開華,新春型アーサー 技巧の場,,ULTRARARE,0,1542,2285,0,28,42,0,0,0,0,0,0,0,50,55,,100,90,2000,12502931,12502932,,1,2,10131009,0,10131009,1,L,4,105,15000,,,直接戦闘ではなく研究技術向上を目的<br>に、新年の節目に製造された特殊な騎<br>士の一人。アーサー -技巧の場- <br>の因子を用いて、見た目そっくりに作<br>られた。正月を祝う名目であれば、美<br>少女、美少年を集め愛でることも許さ<br>れると思っている。,みすみ,佐藤 利奈,FEMALE,83,54,82,162,43,LEFT,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,まあまあ、堅いことは抜きにしてさ。<br>せっかくの新年なんだし一緒に祝いましょう？<br>ついでに美少女の巫女たんを…ハァ、ハァ…！,美しいものを眺めて何が悪いのよ！<br>ちょっとおまわりさん離してよーッ！,これで新年の成功は<br>約束されたも同然！,美少女たんと美少年きゅんのために<br>気合いいれるわよ！,ちゃんと体を清めないと<br>美少女たんと美少年に失礼よ！,この鍛え抜かれた審美眼があれば<br>スカウトとかできそうよね…？,さあ走れっ！　走れっ！<br>みこみこ美少年きゅんに逢えるまで！,あなたは向こう！<br>私はこっちを片付ける！,う～ん、こういうお宝じゃなくてさ？<br>ほら、言葉にしなきゃ分からない～？,敵なら正月もクリスマスもない。<br>ぶっ飛ばすまでよ！,あなたまさか私を美少女たんとして<br>見てないでしょうね…。寒気が…。,美少女たん達を愛でるのは大好きだけどさぁ…。<br>自分が、あ～んな目で見られてると思うと…。<br>…すっごい嬉しくない！？　最高じゃん！,ちゃんとタイミング合わせなさいよ。,介抱フラグキタコレ！,きーっ！　今度は負けないわよーっ！,602690010,602690020,602690030,602690030,602690050,602690030,602690020,602690080,602690090,602690010,,
10131017,10131017,10131017,妖精,新春型烏天狗,,SUPERRARE,0,646,1077,0,0,0,0,0,0,0,46,77,0,40,45,,100,70,2000,14303311,14303312,,1,1,10131017,0,10131017,1,L,1,104,5000,,,新春を祝う目的で、烏天狗の因子を元<br>に製造された複製。東洋の十二支とい<br>う動物の中に、カラスが含まれていな<br>い事を不満に思い、いつか鶏に取って<br>代わろうと考えているとかいないとか<br>。,teco_uk,上坂 すみれ,FEMALE,83,55,84,157,41,RIGHT,,,,,,,,,女性,B:83、W:55、H:84,157cm,41kg,右,,,,,,,,,女性,B:83、W:55、H:84,157cm,41kg,右,,,,,,,,,ふふん！　言わなくても分かってますよ？<br>この最強最速、最カワイイの烏天狗様と新年を<br>迎えたい！　そう顔に書いてありますから！,あなた運がいいですよ？　なんせ私と<br>新年を迎えられるんですからね！,あなた運がいいですよ？　なんせ私と<br>新年を迎られるんですからね！,わ、私が強すぎるから、ちょびっと<br>手加減してるんです！　ちょびっと！,自信過剰ですって？<br>当たり前ですよ、強いんですから！,これ以上強くなると困りますねぇ。<br>あなたも嫉妬していいんですよ♪,ほら、行きますよ。<br>ま、ついてこれるものならですが！,ほう、私に手伝ってほしいと？<br>助けてほしいと？　ふっふ～ん？,こんなもので満足するとは…。<br>慎ましやかでよろしいですねえ？,口だけだと思われるのも不本意ですし<br>本気ってのを見せてやりますよ！,ちょっとだけ、ちょびっとだけ<br>あなたのこと好き…か嫌いですね！,わ、分かってると思いますけど私は最強最速<br>最カワイイの烏天狗様なんですから、記憶の中に<br>留めて貰えるだけでもありがたいんです！,吹き飛んでしまいなさい！,特別なんですからね！,な、なにかの手違いですよ！,603480010,603480020,603480030,603480030,603480050,603480030,603480020,603480080,603480090,603480010,,
10131018,10131018,10131017,一陣の旋風,新春型烏天狗,,ULTRARARE,0,1199,1777,0,0,0,0,0,0,0,86,127,0,50,55,,100,90,2000,14303321,14303322,,1,2,10131018,0,10131018,1,L,1,105,15000,,,新春を祝う目的で、烏天狗の因子を元<br>に製造された複製。東洋の十二支とい<br>う動物の中に、カラスが含まれていな<br>い事を不満に思い、いつか鶏に取って<br>代わろうと考えているとかいないとか<br>。,teco_uk,上坂 すみれ,FEMALE,83,55,84,157,41,RIGHT,,,,,,,,,女性,B:83、W:55、H:84,157cm,41kg,右,,,,,,,,,女性,B:83、W:55、H:84,157cm,41kg,右,,,,,,,,,ちょっと、ちゃんと理解しているんですか！？<br>私は大人気の烏天狗様ですよ！　ひと目で惚れて<br>逢いに来るくらいの誠意を見せてくださいよ！,あなたの元に来て「やった」んです！<br>か、勘違いしないでくださいね！？,あなたも強く可愛く美しい私が好きと<br>そういうことですね！,ど、努力なんてしてないですよ？<br>だって私は、天才ですからね！,あ、あう…。か、かか感謝して<br>あげなくもなくもないですよ！,ま、まあこのくらいは想定の範囲内<br>ですからね…！　ぜえ…はぁ…。,子供は風の子って言いますしね。<br>ま、私は違いますけどね！,どうかお願いします烏天狗様！<br>と百回唱えれば助けましょう♪,なぜこんな場所に宝箱が…？<br>てっ、天狗じゃ！　天狗の仕業じゃ！,な、なんせ私は最強ですよ？<br>ら、楽勝に決まってますって！？,私が気に入ったと言っているんです！<br>ちょっとくらい喜んだらどうです？,も、もしかして私の行為を無碍にするつもり…？<br>わ、私はどうだっていいんですよべっつに～！？<br>でも絶対後悔しますよ！？　いいんですか～！？,無謀もいいところですよ！,私についてこられます～？,きょ、今日は調子が悪かったからな～…。,603480010,603480020,603480030,603480030,603480050,603480030,603480020,603480080,603480090,603480010,,
10208003,10208003,10208003,騎士,新春型スカアハ,,ULTRARARE,0,857,1269,0,0,0,0,0,0,0,143,212,0,50,55,,100,90,2000,14303331,14303332,,1,1,10208003,0,10208003,1,L,4,105,15000,,,魔女スカアハの因子に、新年を象徴す<br>る聖獣「酉」を掛け合わせることで製<br>造された複製。両手に携えた扇によっ<br>て、戦いにおいては敵を幻惑し、時に<br>は味方の士気を高め、また祝宴におい<br>ては華麗な舞いにより、騎士たちの指<br>揮を高める能力を持つ万能騎士だが、<br>元となった人物と同様、常に我が道を<br>行くわがままスタイルを貫いているた<br>め、その能力が有効に発揮される機会<br>はあまりないようだ。,鉄人桃子,坂本 真綾,FEMALE,92,55,90,168,45,RIGHT,,,,,,,,,女性,B:92、W:55、H:90,168cm,45kg,右,,,,,,,,,女性,B:92、W:55、H:90,168cm,45kg,右,,,,,,,,,なし,あけおめだ。そして私は<br>スカアハだ。よろしく頼む。,私がスカアハだ。よろしく頼むな。<br>じゃ、まずは部屋の掃除を頼もうか。,成程。出来は悪くないようだ。<br>将来が楽しみだな。,情報処理能力の向上を感じるよ。<br>早速ウアサハで試してくるか。フフ。,よし、こんなものでいいだろう。<br>あとは、力の使い途だな。,まずは基礎、そして応用だ。<br>順番を間違えるなよ？,君たちが倒れたら誰が戦うんだ！<br>しっかりしてくれ。,ほれほれ、貴重なお宝だぞ～？<br>欲しいか？　あーげない！,ええい面倒だ、正面から突っ込め！<br>片っ端からぶっ潰せ！,よい主人を持てて幸せだろう？<br>もっと感謝してもいいんだぞ？,私と君の関係は教師と生徒だ。<br>そして、生徒は教師にお年玉を渡す―<br>おい最後まで聞け！　まさかの展開があるぞ！,これが、あけおめというヤツだ！,お年玉のおすそわけをやろう。,て、手が滑っただけだ！,603240010,603240020,603240030,603240030,603240050,603240030,603240020,603240080,603240090,603240010,,
10208004,10208004,10208003,左扇円舞,新春型スカアハ,,MILLIONRARE,0,1508,2094,0,0,0,0,0,0,0,251,349,0,60,65,,100,100,2000,14303341,14303342,,1,2,10208004,0,10208004,1,L,4,106,30000,,,魔女スカアハの因子に、新年を象徴す<br>る聖獣「酉」を掛け合わせることで製<br>造された複製。両手に携えた扇によっ<br>て、戦いにおいては敵を幻惑し、時に<br>は味方の士気を高め、また祝宴におい<br>ては華麗な舞いにより、騎士たちの指<br>揮を高める能力を持つ万能騎士だが、<br>元となった人物と同様、常に我が道を<br>行くわがままスタイルを貫いているた<br>め、その能力が有効に発揮される機会<br>はあまりないようだ。,鉄人桃子,坂本 真綾,FEMALE,92,55,90,168,45,RIGHT,,,,,,,,,女性,B:92、W:55、H:90,168cm,45kg,右,,,,,,,,,女性,B:92、W:55、H:90,168cm,45kg,右,,,,,,,,,なし,私はスカアハだ。それはさておき<br>私に渡すものがあるだろう？,肉体労働は君たちに任せてやろう！<br>それから、お年玉も忘れるな。,私には君たちの成長を、<br>見せてほしいところだ。,ふむ。今日は調子がいいみたいだな。<br>ついでに部屋の掃除でもするか。,何ひとつとして問題はない。<br>自分の才能が怖いくらいだ！,今日は課外授業だ。<br>各自自習！先生は帰るからな！,とりあえずは支援してやるが、<br>私の期待を斜め下に裏切るなよ？,解析してみねば分からんが、<br>貴重な資料かもしれないな。,どうやらかなりのキレ者だぞ。<br>諸君、気を引きしめてかかれ。,おいおい。そこは、ありがとう<br>ございますご主人様、だろう？,君は本当に優秀な生徒だ。<br>私に教えられることはもうない、だろう。<br>さあ、受け取ろう、君のお年玉を。,私が正義だ！　後はみんな敵だ！,褒美をはずむぞ！,ええい、こうなったらヤケクソだ！,603240010,603240020,603240030,603240030,603240050,603240030,603240020,603240080,603240090,603240010,,
